flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,concourse
2024-07-01,F0025,DL,883,N371DN,ARR,DEN,ATL,05:55,355,05:55,355.0,5.0,350.0,0.0,1199.0,C
2024-07-01,F0026,AA,2684,N824AW,DEP,ATL,ORD,06:00,360,05:54,354.0,15.0,369.0,-6.0,606.0,D
2024-07-01,F0027,F9,2634,N379FR,DEP,ATL,BWI,06:00,360,05:51,351.0,15.0,366.0,-9.0,577.0,A
2024-07-01,F0028,UA,1292,N476UA,DEP,ATL,ORD,06:00,360,06:03,363.0,15.0,378.0,3.0,606.0,C
2024-07-01,F0029,AA,2770,N901AA,DEP,ATL,DFW,06:00,360,06:37,397.0,9.0,406.0,37.0,731.0,D
2024-07-01,F0030,DL,929,N113DX,ARR,PHX,ATL,06:02,362,05:52,352.0,7.0,345.0,-10.0,1587.0,A
2024-07-01,F0031,F9,1670,N371FR,DEP,ATL,RDU,06:05,365,07:00,420.0,18.0,438.0,55.0,356.0,D
2024-07-01,F0032,WN,4709,N8606C,DEP,ATL,LGA,06:05,365,06:06,366.0,15.0,381.0,1.0,762.0,C
2024-07-01,F0033,DL,836,N830NW,ARR,HNL,ATL,06:08,368,05:49,349.0,7.0,342.0,-19.0,4502.0,C
2024-07-01,F0034,WN,423,N8800L,DEP,ATL,DEN,06:10,370,06:08,368.0,14.0,382.0,-2.0,1199.0,D
2024-07-01,F0035,DL,827,N327DN,DEP,ATL,LAX,06:10,370,06:09,369.0,14.0,383.0,-1.0,1947.0,C
2024-07-01,F0036,F9,3294,N391FR,ARR,DEN,ATL,06:14,374,06:05,365.0,29.0,336.0,-9.0,1199.0,A
2024-07-01,F0037,WN,3580,N7866A,DEP,ATL,AUS,06:15,375,06:37,397.0,14.0,411.0,22.0,813.0,D
2024-07-01,F0038,B6,2713,N3152J,DEP,ATL,LGA,06:20,380,06:16,376.0,12.0,388.0,-4.0,762.0,A
2024-07-01,F0039,WN,1346,N8570W,DEP,ATL,MCO,06:20,380,06:22,382.0,10.0,392.0,2.0,404.0,D
2024-07-01,F0040,DL,3015,N939DZ,ARR,TYS,ATL,06:25,385,06:10,370.0,7.0,363.0,-15.0,152.0,A
2024-07-01,F0041,WN,1073,N8548P,DEP,ATL,HOU,06:25,385,06:32,392.0,10.0,402.0,7.0,696.0,D
2024-07-01,F0042,DL,1729,N6711M,ARR,SAV,ATL,06:27,387,06:16,376.0,7.0,369.0,-11.0,214.0,C
2024-07-01,F0043,9E,5516,N600LR,ARR,CHA,ATL,06:27,387,06:17,377.0,6.0,371.0,-10.0,106.0,A
2024-07-01,F0044,DL,540,N809DN,ARR,OAK,ATL,06:29,389,06:29,389.0,7.0,382.0,0.0,2130.0,A
2024-07-01,F0045,DL,722,N353DN,ARR,LAS,ATL,06:29,389,06:37,397.0,9.0,388.0,8.0,1747.0,A
2024-07-01,F0046,DL,404,N317DN,DEP,ATL,LGA,06:30,390,06:27,387.0,17.0,404.0,-3.0,762.0,B
2024-07-01,F0047,WN,4841,N903WN,DEP,ATL,BWI,06:30,390,06:26,386.0,13.0,399.0,-4.0,577.0,D
2024-07-01,F0048,WN,779,N8753Q,DEP,ATL,DAL,06:35,395,06:33,393.0,12.0,405.0,-2.0,721.0,C
2024-07-01,F0049,UA,2482,N36207,ARR,SFO,ATL,06:38,398,06:23,383.0,7.0,376.0,-15.0,2139.0,B
2024-07-01,F0050,DL,3055,N958DZ,ARR,CHS,ATL,06:39,399,06:23,383.0,5.0,378.0,-16.0,259.0,A
2024-07-01,F0051,WN,3799,N8704Q,DEP,ATL,PHX,06:40,400,06:38,398.0,12.0,410.0,-2.0,1587.0,D
2024-07-01,F0052,DL,3028,N950DZ,ARR,GSP,ATL,06:43,403,06:23,383.0,6.0,377.0,-20.0,153.0,C
2024-07-01,F0053,UA,1511,N37522,DEP,ATL,EWR,06:44,404,06:59,419.0,20.0,439.0,15.0,746.0,C
2024-07-01,F0054,NK,1362,N681NK,ARR,LAS,ATL,06:48,408,07:33,453.0,6.0,447.0,45.0,1747.0,C
2024-07-01,F0055,WN,1391,N215WN,DEP,ATL,DCA,06:50,410,06:46,406.0,10.0,416.0,-4.0,547.0,C
2024-07-01,F0056,F9,1004,N366FR,DEP,ATL,PHL,06:53,413,06:51,411.0,16.0,427.0,-2.0,666.0,D
2024-07-01,F0057,AA,1718,N9018E,DEP,ATL,CLT,06:54,414,06:47,407.0,23.0,430.0,-7.0,226.0,D
2024-07-01,F0058,DL,1590,N941DZ,ARR,RDU,ATL,06:55,415,06:40,400.0,8.0,392.0,-15.0,356.0,B
2024-07-01,F0059,DL,1545,N544US,ARR,TPA,ATL,06:55,415,06:45,405.0,6.0,399.0,-10.0,406.0,C
2024-07-01,F0060,F9,1116,N238FR,ARR,LAS,ATL,06:59,419,06:54,414.0,14.0,400.0,-5.0,1747.0,A
2024-07-01,F0061,AA,2482,N902AN,DEP,ATL,MIA,06:59,419,07:01,421.0,26.0,447.0,2.0,594.0,D
2024-07-01,F0062,WN,3754,N8849Q,DEP,ATL,MDW,07:00,420,07:02,422.0,15.0,437.0,2.0,591.0,C
2024-07-01,F0063,UA,1129,N27205,DEP,ATL,IAH,07:00,420,07:08,428.0,17.0,445.0,8.0,689.0,B
2024-07-01,F0064,NK,768,N959NK,DEP,ATL,DTW,07:00,420,,,,,,594.0,C
2024-07-01,F0065,AS,377,N546AS,DEP,ATL,SEA,07:00,420,06:57,417.0,16.0,433.0,-3.0,2182.0,B
2024-07-01,F0066,F9,2984,,DEP,ATL,TTN,07:00,420,,,,,,701.0,D
2024-07-01,F0067,DL,1548,N6704Z,ARR,MCO,ATL,07:01,421,06:47,407.0,5.0,402.0,-14.0,404.0,B
2024-07-01,F0068,9E,5525,N921XJ,ARR,AGS,ATL,07:02,422,07:08,428.0,5.0,423.0,6.0,143.0,B
2024-07-01,F0069,DL,2605,N547US,DEP,ATL,TPA,07:05,425,07:03,423.0,10.0,433.0,-2.0,406.0,A
2024-07-01,F0070,DL,1178,N353DN,DEP,ATL,ORD,07:05,425,07:03,423.0,12.0,435.0,-2.0,606.0,B
2024-07-01,F0071,DL,1334,N537US,DEP,ATL,FLL,07:05,425,07:11,431.0,30.0,461.0,6.0,581.0,A
2024-07-01,F0072,DL,2836,N672DL,DEP,ATL,MIA,07:05,425,07:05,425.0,25.0,450.0,0.0,594.0,C
2024-07-01,F0073,DL,1527,N371DN,DEP,ATL,PBI,07:05,425,07:15,435.0,18.0,453.0,10.0,545.0,D
2024-07-01,F0074,DL,834,N368DN,DEP,ATL,LAS,07:05,425,07:15,435.0,14.0,449.0,10.0,1747.0,C
2024-07-01,F0075,DL,2668,N905DN,DEP,ATL,MSP,07:05,425,07:04,424.0,10.0,434.0,-1.0,907.0,A
2024-07-01,F0076,AA,761,N103US,DEP,ATL,PHL,07:05,425,,,,,,666.0,D
2024-07-01,F0077,DL,2712,N981AT,ARR,AVL,ATL,07:07,427,06:54,414.0,9.0,405.0,-13.0,164.0,C
2024-07-01,F0078,NK,979,N642NK,DEP,ATL,LAS,07:07,427,07:05,425.0,17.0,442.0,-2.0,1747.0,A
2024-07-01,F0079,DL,3038,N936DZ,ARR,CAE,ATL,07:07,427,06:53,413.0,5.0,408.0,-14.0,192.0,D
2024-07-01,F0080,DL,1430,N685DA,ARR,ORF,ATL,07:08,428,07:23,443.0,9.0,434.0,15.0,516.0,D
2024-07-01,F0081,DL,2375,N862DN,ARR,DTW,ATL,07:09,429,07:06,426.0,12.0,414.0,-3.0,594.0,D
2024-07-01,F0082,DL,346,N372DN,DEP,ATL,DEN,07:10,430,07:10,430.0,11.0,441.0,0.0,1199.0,B
2024-07-01,F0083,WN,4358,N218WN,DEP,ATL,BNA,07:10,430,07:05,425.0,15.0,440.0,-5.0,214.0,D
2024-07-01,F0084,DL,1154,N355DN,DEP,ATL,PHL,07:10,430,07:11,431.0,17.0,448.0,1.0,666.0,B
2024-07-01,F0085,DL,1727,N942DZ,ARR,TLH,ATL,07:11,431,06:42,402.0,5.0,397.0,-29.0,223.0,B
2024-07-01,F0086,DL,3186,N995AT,ARR,CLT,ATL,07:12,432,07:14,434.0,9.0,425.0,2.0,226.0,C
2024-07-01,F0087,DL,926,N385DZ,DEP,ATL,DCA,07:15,435,07:11,431.0,23.0,454.0,-4.0,547.0,D
2024-07-01,F0088,DL,2204,N554NW,DEP,ATL,MCO,07:15,435,07:21,441.0,19.0,460.0,6.0,404.0,D
2024-07-01,F0089,WN,2490,N929WN,DEP,ATL,TPA,07:15,435,07:13,433.0,11.0,444.0,-2.0,406.0,D
2024-07-01,F0090,DL,1646,N171DZ,DEP,ATL,DTW,07:15,435,07:09,429.0,17.0,446.0,-6.0,594.0,B
2024-07-01,F0091,9E,4803,N147PQ,ARR,TRI,ATL,07:16,436,07:05,425.0,9.0,416.0,-11.0,227.0,A
2024-07-01,F0092,DL,2162,N932DZ,ARR,BHM,ATL,07:18,438,07:10,430.0,6.0,424.0,-8.0,134.0,D
2024-07-01,F0093,DL,3166,N945AT,ARR,OAJ,ATL,07:20,440,07:18,438.0,6.0,432.0,-2.0,399.0,A
2024-07-01,F0094,NK,1828,N952NK,ARR,LAX,ATL,07:20,440,06:53,413.0,9.0,404.0,-27.0,1947.0,A
2024-07-01,F0095,AA,2299,N709UW,DEP,ATL,DCA,07:21,441,07:14,434.0,23.0,457.0,-7.0,547.0,D
2024-07-01,F0096,DL,996,N104DN,DEP,ATL,LAX,07:21,441,07:17,437.0,14.0,451.0,-4.0,1947.0,B
2024-07-01,F0097,DL,1168,N550NW,ARR,FLL,ATL,07:21,441,08:09,489.0,11.0,478.0,48.0,581.0,B
2024-07-01,F0098,DL,3162,N883DN,ARR,MYR,ATL,07:22,442,07:12,432.0,12.0,420.0,-10.0,317.0,D
2024-07-01,F0099,DL,824,N821DX,ARR,ANC,ATL,07:22,442,07:34,454.0,8.0,446.0,12.0,3417.0,A
2024-07-01,F0100,F9,1448,,ARR,SFO,ATL,07:22,442,,,,,,2139.0,D
2024-07-01,F0101,DL,652,N545DE,ARR,SEA,ATL,07:23,443,07:12,432.0,8.0,424.0,-11.0,2182.0,D
2024-07-01,F0102,9E,5255,N293PQ,ARR,VLD,ATL,07:23,443,07:09,429.0,8.0,421.0,-14.0,208.0,B
2024-07-01,F0103,DL,3154,N962DZ,ARR,DAB,ATL,07:25,445,07:12,432.0,5.0,427.0,-13.0,366.0,C
2024-07-01,F0104,NK,1440,N954NK,DEP,ATL,IAH,07:25,445,07:21,441.0,14.0,455.0,-4.0,689.0,A
2024-07-01,F0105,DL,3018,N357NW,ARR,GSO,ATL,07:25,445,07:26,446.0,11.0,435.0,1.0,306.0,A
2024-07-01,F0106,DL,1460,N6716C,ARR,RIC,ATL,07:26,446,07:22,442.0,16.0,426.0,-4.0,481.0,C
2024-07-01,F0107,DL,2440,N665DN,ARR,JAX,ATL,07:28,448,07:22,442.0,13.0,429.0,-6.0,270.0,C
2024-07-01,F0108,DL,2637,N3757D,ARR,BNA,ATL,07:28,448,07:12,432.0,5.0,427.0,-16.0,214.0,A
2024-07-01,F0109,DL,1385,N678DL,ARR,RSW,ATL,07:28,448,07:26,446.0,6.0,440.0,-2.0,515.0,C
2024-07-01,F0110,DL,3073,N949AT,ARR,FAY,ATL,07:28,448,07:11,431.0,5.0,426.0,-17.0,331.0,D
2024-07-01,F0111,DL,2184,N929AT,ARR,LEX,ATL,07:29,449,07:09,429.0,10.0,419.0,-20.0,304.0,B
2024-07-01,F0112,DL,323,N120DN,DEP,ATL,LGA,07:30,450,07:29,449.0,10.0,459.0,-1.0,762.0,D
2024-07-01,F0113,DL,3144,N963AT,DEP,ATL,CLT,07:30,450,07:27,447.0,15.0,462.0,-3.0,226.0,A
2024-07-01,F0114,DL,2469,N949DZ,ARR,CMH,ATL,07:30,450,07:37,457.0,8.0,449.0,7.0,447.0,C
2024-07-01,F0115,DL,3020,N988AT,ARR,HSV,ATL,07:30,450,07:20,440.0,10.0,430.0,-10.0,151.0,B
2024-07-01,F0116,DL,3152,N338NW,ARR,SDF,ATL,07:30,450,07:13,433.0,10.0,423.0,-17.0,321.0,A
2024-07-01,F0117,DL,1550,N378NW,ARR,ROA,ATL,07:30,450,07:20,440.0,12.0,428.0,-10.0,357.0,C
2024-07-01,F0118,DL,3105,N6714Q,ARR,IND,ATL,07:32,452,07:57,477.0,16.0,461.0,25.0,432.0,B
2024-07-01,F0119,DL,3187,N966AT,ARR,ILM,ATL,07:32,452,07:20,440.0,6.0,434.0,-12.0,377.0,B
2024-07-01,F0120,DL,2441,N945DZ,ARR,CVG,ATL,07:33,453,07:28,448.0,12.0,436.0,-5.0,373.0,C
2024-07-01,F0121,WN,1789,N8546V,ARR,JAX,ATL,07:35,455,07:22,442.0,5.0,437.0,-13.0,270.0,C
2024-07-01,F0122,DL,1269,N108DN,ARR,PHL,ATL,07:35,455,16:06,966.0,8.0,958.0,511.0,666.0,A
2024-07-01,F0123,DL,690,N905DN,ARR,SFO,ATL,07:35,455,07:07,427.0,7.0,420.0,-28.0,2139.0,C
2024-07-01,F0124,9E,5403,N398CA,ARR,CSG,ATL,07:35,455,07:15,435.0,5.0,430.0,-20.0,83.0,B
2024-07-01,F0125,DL,1499,N6712B,ARR,SRQ,ATL,07:35,455,07:32,452.0,7.0,445.0,-3.0,444.0,A
2024-07-01,F0126,DL,1556,N922AT,ARR,CHO,ATL,07:35,455,07:20,440.0,9.0,431.0,-15.0,457.0,A
2024-07-01,F0127,DL,1498,N947AT,ARR,MLB,ATL,07:35,455,07:23,443.0,4.0,439.0,-12.0,442.0,C
2024-07-01,F0128,F9,1846,N372FR,ARR,CVG,ATL,07:36,456,07:53,473.0,51.0,422.0,17.0,373.0,D
2024-07-01,F0129,AS,604,N459AS,ARR,SEA,ATL,07:37,457,07:34,454.0,11.0,443.0,-3.0,2182.0,B
2024-07-01,F0130,UA,340,N76254,DEP,ATL,DEN,07:40,460,08:22,502.0,17.0,519.0,42.0,1199.0,B
2024-07-01,F0131,DL,3140,N992AT,ARR,DAY,ATL,07:41,461,07:29,449.0,10.0,439.0,-12.0,432.0,B
2024-07-01,F0132,OO,3805,N803SK,ARR,CRW,ATL,07:41,461,08:02,482.0,8.0,474.0,21.0,363.0,A
2024-07-01,F0133,UA,790,N464UA,DEP,ATL,SFO,07:42,462,08:12,492.0,20.0,512.0,30.0,2139.0,B
2024-07-01,F0134,F9,3288,N384FR,DEP,ATL,LGA,07:44,464,08:05,485.0,15.0,500.0,21.0,762.0,D
2024-07-01,F0135,WN,866,N569WN,ARR,RDU,ATL,07:45,465,07:36,456.0,10.0,446.0,-9.0,356.0,C
2024-07-01,F0136,DL,2420,N702TW,DEP,ATL,JFK,07:45,465,07:40,460.0,13.0,473.0,-5.0,760.0,B
2024-07-01,F0137,WN,3846,N8698B,ARR,MIA,ATL,07:45,465,07:34,454.0,5.0,449.0,-11.0,594.0,C
2024-07-01,F0138,DL,1504,N955DZ,ARR,PIT,ATL,07:46,466,07:32,452.0,9.0,443.0,-14.0,526.0,D
2024-07-01,F0139,DL,1494,N586NW,ARR,MCO,ATL,07:46,466,07:39,459.0,7.0,452.0,-7.0,404.0,B
2024-07-01,F0140,OO,4111,N170PQ,ARR,FWA,ATL,07:46,466,07:43,463.0,9.0,454.0,-3.0,508.0,B
2024-07-01,F0141,DL,2950,N541US,ARR,BWI,ATL,07:47,467,08:31,511.0,12.0,499.0,44.0,577.0,D
2024-07-01,F0142,DL,1376,N302DN,ARR,PBI,ATL,07:48,468,08:11,491.0,11.0,480.0,23.0,545.0,B
2024-07-01,F0143,DL,857,N115DN,ARR,LAS,ATL,07:48,468,07:31,451.0,9.0,442.0,-17.0,1747.0,B
2024-07-01,F0144,DL,410,N336NB,ARR,DCA,ATL,07:49,469,07:35,455.0,14.0,441.0,-14.0,547.0,C
2024-07-01,F0145,WN,2226,N8317M,ARR,FLL,ATL,07:50,470,07:52,472.0,8.0,464.0,2.0,581.0,D
2024-07-01,F0146,DL,3181,N936AT,ARR,GNV,ATL,07:50,470,07:27,447.0,3.0,444.0,-23.0,300.0,C
2024-07-01,F0147,WN,3903,N963WN,ARR,MCO,ATL,07:50,470,07:39,459.0,4.0,455.0,-11.0,404.0,D
2024-07-01,F0148,WN,801,N919WN,ARR,TPA,ATL,07:50,470,07:41,461.0,8.0,453.0,-9.0,406.0,D
2024-07-01,F0149,WN,460,N8689C,ARR,SRQ,ATL,07:50,470,07:47,467.0,9.0,458.0,-3.0,444.0,C
2024-07-01,F0150,WN,2768,N8501V,ARR,RSW,ATL,07:50,470,07:35,455.0,5.0,450.0,-15.0,515.0,C
2024-07-01,F0151,WN,4307,N287WN,ARR,BNA,ATL,07:50,470,07:52,472.0,5.0,467.0,2.0,214.0,C
2024-07-01,F0152,DL,2550,N345NB,ARR,IAD,ATL,07:53,473,08:13,493.0,11.0,482.0,20.0,534.0,A
2024-07-01,F0153,DL,2734,N336DX,ARR,CLE,ATL,07:53,473,07:42,462.0,10.0,452.0,-11.0,554.0,C
2024-07-01,F0154,AA,1567,N161AA,DEP,ATL,DFW,07:53,473,09:17,557.0,18.0,575.0,84.0,731.0,D
2024-07-01,F0155,WN,2508,N452WN,ARR,DCA,ATL,07:55,475,07:45,465.0,8.0,457.0,-10.0,547.0,C
2024-07-01,F0156,DL,2344,N998AT,ARR,CHA,ATL,07:56,476,07:40,460.0,9.0,451.0,-16.0,106.0,B
2024-07-01,F0157,DL,1702,N546US,ARR,SAV,ATL,07:56,476,08:02,482.0,16.0,466.0,6.0,214.0,A
2024-07-01,F0158,DL,1547,N67171,ARR,MSY,ATL,07:56,476,07:58,478.0,10.0,468.0,2.0,425.0,A
2024-07-01,F0159,DL,2124,N914DU,ARR,CHS,ATL,07:57,477,08:14,494.0,9.0,485.0,17.0,259.0,A
2024-07-01,F0160,DL,1552,N937DZ,ARR,RDU,ATL,07:57,477,07:53,473.0,9.0,464.0,-4.0,356.0,B
2024-07-01,F0161,DL,1486,N542US,ARR,TPA,ATL,07:57,477,07:44,464.0,7.0,457.0,-13.0,406.0,A
2024-07-01,F0162,DL,1249,N687DL,ARR,MIA,ATL,08:00,480,08:21,501.0,10.0,491.0,21.0,594.0,A
2024-07-01,F0163,DL,1255,N895AT,ARR,MDT,ATL,08:03,483,07:57,477.0,8.0,469.0,-6.0,620.0,C
2024-07-01,F0164,DL,2453,N917DU,ARR,GRR,ATL,08:03,483,07:50,470.0,14.0,456.0,-13.0,640.0,A
2024-07-01,F0165,OO,4107,N809SK,ARR,SBN,ATL,08:03,483,07:45,465.0,10.0,455.0,-18.0,566.0,A
2024-07-01,F0166,DL,1585,N361DN,DEP,ATL,IAH,08:05,485,08:09,489.0,13.0,502.0,4.0,689.0,C
2024-07-01,F0167,WN,1833,N266WN,ARR,BWI,ATL,08:05,485,08:02,482.0,10.0,472.0,-3.0,577.0,D
2024-07-01,F0168,DL,2664,N385DN,ARR,BUF,ATL,08:06,486,07:52,472.0,5.0,467.0,-14.0,712.0,B
2024-07-01,F0169,9E,5509,N924XJ,ARR,AGS,ATL,08:07,487,08:01,481.0,10.0,471.0,-6.0,143.0,A
2024-07-01,F0170,DL,3064,N983AT,ARR,AVL,ATL,08:07,487,08:07,487.0,9.0,478.0,0.0,164.0,D
2024-07-01,F0171,OO,4086,N641CA,ARR,MGM,ATL,08:08,488,07:51,471.0,6.0,465.0,-17.0,147.0,A
2024-07-01,F0172,DL,1146,N812DN,ARR,GSP,ATL,08:09,489,07:55,475.0,10.0,465.0,-14.0,153.0,D
2024-07-01,F0173,DL,1757,N881DN,DEP,ATL,SJU,08:10,490,08:39,519.0,19.0,538.0,29.0,1547.0,D
2024-07-01,F0174,DL,2223,N981AT,DEP,ATL,GNV,08:10,490,08:08,488.0,17.0,505.0,-2.0,300.0,B
2024-07-01,F0175,DL,1676,N348DN,DEP,ATL,SAT,08:10,490,08:04,484.0,10.0,494.0,-6.0,874.0,A
2024-07-01,F0176,DL,1089,N544US,DEP,ATL,RSW,08:10,490,08:05,485.0,5.0,490.0,-5.0,515.0,A
2024-07-01,F0177,DL,3048,N945AT,DEP,ATL,ECP,08:10,490,09:08,548.0,13.0,561.0,58.0,240.0,D
2024-07-01,F0178,DL,3114,N948DZ,ARR,ECP,ATL,08:10,490,08:13,493.0,12.0,481.0,3.0,240.0,C
2024-07-01,F0179,DL,2976,N303DN,DEP,ATL,AUS,08:10,490,08:10,490.0,8.0,498.0,0.0,813.0,D
2024-07-01,F0180,DL,348,N658DL,DEP,ATL,PHX,08:10,490,08:05,485.0,26.0,511.0,-5.0,1587.0,D
2024-07-01,F0181,9E,5249,N600LR,DEP,ATL,TLH,08:10,490,08:06,486.0,13.0,499.0,-4.0,223.0,B
2024-07-01,F0182,9E,5206,N147PQ,DEP,ATL,MOB,08:10,490,08:02,482.0,14.0,496.0,-8.0,302.0,A
2024-07-01,F0183,DL,1151,N950DZ,DEP,ATL,MKE,08:10,490,08:05,485.0,11.0,496.0,-5.0,669.0,A
2024-07-01,F0184,AA,1230,N163US,DEP,ATL,PHX,08:10,490,08:00,480.0,10.0,490.0,-10.0,1587.0,D
2024-07-01,F0185,DL,2353,N935DZ,ARR,EWR,ATL,08:10,490,08:02,482.0,11.0,471.0,-8.0,746.0,D
2024-07-01,F0186,DL,3011,N958DZ,DEP,ATL,SAV,08:10,490,08:08,488.0,10.0,498.0,-2.0,214.0,C
2024-07-01,F0187,DL,2470,N960AT,DEP,ATL,TUL,08:10,490,08:10,490.0,18.0,508.0,0.0,674.0,A
2024-07-01,F0188,DL,3061,N986AT,ARR,CAE,ATL,08:10,490,07:57,477.0,11.0,466.0,-13.0,192.0,B
2024-07-01,F0189,DL,1200,N344NW,ARR,ROC,ATL,08:11,491,08:01,481.0,9.0,472.0,-10.0,749.0,B
2024-07-01,F0190,DL,1565,N902DN,ARR,LIT,ATL,08:13,493,07:59,479.0,4.0,475.0,-14.0,453.0,B
2024-07-01,F0191,DL,3051,N963DZ,DEP,ATL,VPS,08:13,493,08:12,492.0,10.0,502.0,-1.0,250.0,D
2024-07-01,F0192,DL,3091,N910DU,DEP,ATL,CHS,08:14,494,08:25,505.0,34.0,539.0,11.0,259.0,B
2024-07-01,F0193,DL,830,N339DN,DEP,ATL,SLC,08:14,494,08:10,490.0,11.0,501.0,-4.0,1590.0,D
2024-07-01,F0194,9E,4927,N153PQ,ARR,GTR,ATL,08:15,495,08:14,494.0,15.0,479.0,-1.0,241.0,A
2024-07-01,F0195,F9,1699,N391FR,DEP,ATL,LAS,08:15,495,08:09,489.0,19.0,508.0,-6.0,1747.0,D
2024-07-01,F0196,9E,4806,N320PQ,ARR,ABE,ATL,08:15,495,08:03,483.0,8.0,475.0,-12.0,692.0,B
2024-07-01,F0197,DL,2286,N3748Y,ARR,JFK,ATL,08:15,495,08:10,490.0,6.0,484.0,-5.0,760.0,B
2024-07-01,F0198,DL,444,N915DU,DEP,ATL,SEA,08:15,495,08:07,487.0,16.0,503.0,-8.0,2182.0,A
2024-07-01,F0199,DL,748,N309DN,ARR,LAX,ATL,08:15,495,08:38,518.0,14.0,504.0,23.0,1947.0,D
2024-07-01,F0200,DL,3019,N814DN,ARR,PNS,ATL,08:15,495,08:06,486.0,11.0,475.0,-9.0,271.0,A
2024-07-01,F0201,DL,3085,N850DN,ARR,VPS,ATL,08:15,495,08:16,496.0,22.0,474.0,1.0,250.0,A
2024-07-01,F0202,9E,5317,N538CA,ARR,TYS,ATL,08:15,495,08:12,492.0,11.0,481.0,-3.0,152.0,A
2024-07-01,F0203,DL,725,N592NW,DEP,ATL,SAN,08:15,495,08:15,495.0,20.0,515.0,0.0,1892.0,A
2024-07-01,F0204,DL,2379,N970AT,ARR,HPN,ATL,08:15,495,08:58,538.0,27.0,511.0,43.0,780.0,B
2024-07-01,F0205,DL,961,N308DN,DEP,ATL,DFW,08:15,495,08:12,492.0,15.0,507.0,-3.0,731.0,B
2024-07-01,F0206,DL,2343,N556NW,DEP,ATL,FLL,08:16,496,08:16,496.0,13.0,509.0,0.0,581.0,D
2024-07-01,F0207,DL,1380,N942DZ,DEP,ATL,PIT,08:20,500,08:17,497.0,16.0,513.0,-3.0,526.0,D
2024-07-01,F0208,DL,441,N929AT,DEP,ATL,DAL,08:20,500,08:19,499.0,18.0,517.0,-1.0,721.0,D
