flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,concourse
2024-06-17,F0048,F9,3294,N334FR,ARR,DEN,ATL,06:14,374,05:45,345.0,9.0,336.0,-29.0,1199.0,A
2024-06-17,F0049,DL,827,N397DN,DEP,ATL,LAX,06:15,375,06:12,372.0,9.0,381.0,-3.0,1947.0,B
2024-06-17,F0050,WN,1073,N222WN,DEP,ATL,HOU,06:15,375,06:15,375.0,12.0,387.0,0.0,696.0,C
2024-06-17,F0051,UA,1511,N67827,DEP,ATL,EWR,06:15,375,06:12,372.0,14.0,386.0,-3.0,746.0,C
2024-06-17,F0052,WN,1715,N493WN,DEP,ATL,DAL,06:20,380,06:18,378.0,11.0,389.0,-2.0,721.0,D
2024-06-17,F0053,B6,2713,N3194J,DEP,ATL,LGA,06:20,380,06:12,372.0,12.0,384.0,-8.0,762.0,B
2024-06-17,F0054,DL,2722,N536US,ARR,JAX,ATL,06:21,381,06:12,372.0,7.0,365.0,-9.0,270.0,C
2024-06-17,F0055,DL,574,N101DQ,ARR,GEG,ATL,06:24,384,06:09,369.0,8.0,361.0,-15.0,1969.0,B
2024-06-17,F0056,DL,3015,N932DZ,ARR,TYS,ATL,06:25,385,06:11,371.0,7.0,364.0,-14.0,152.0,C
2024-06-17,F0057,WN,3592,N8698B,DEP,ATL,MDW,06:25,385,06:24,384.0,8.0,392.0,-1.0,591.0,D
2024-06-17,F0058,DL,1729,N697DL,ARR,SAV,ATL,06:27,387,06:31,391.0,8.0,383.0,4.0,214.0,B
2024-06-17,F0059,9E,5516,N186PQ,ARR,CHA,ATL,06:27,387,06:23,383.0,7.0,376.0,-4.0,106.0,B
2024-06-17,F0060,DL,769,N812DN,ARR,SMF,ATL,06:29,389,06:10,370.0,7.0,363.0,-19.0,2092.0,A
2024-06-17,F0061,DL,722,N103DY,ARR,LAS,ATL,06:30,390,06:30,390.0,8.0,382.0,0.0,1747.0,B
2024-06-17,F0062,WN,4624,N8887Q,DEP,ATL,LAS,06:30,390,06:30,390.0,11.0,401.0,0.0,1747.0,C
2024-06-17,F0063,DL,540,N858DZ,ARR,OAK,ATL,06:30,390,06:22,382.0,6.0,376.0,-8.0,2130.0,B
2024-06-17,F0064,UA,1888,N37437,DEP,ATL,ORD,06:30,390,06:43,403.0,12.0,415.0,13.0,606.0,C
2024-06-17,F0065,DL,404,N315DN,DEP,ATL,LGA,06:30,390,06:28,388.0,10.0,398.0,-2.0,762.0,D
2024-06-17,F0066,WN,1749,N8584Z,DEP,ATL,PHX,06:35,395,06:29,389.0,15.0,404.0,-6.0,1587.0,D
2024-06-17,F0067,DL,2763,N805DN,ARR,SFO,ATL,06:38,398,06:43,403.0,8.0,395.0,5.0,2139.0,B
2024-06-17,F0068,WN,1056,N1807U,DEP,ATL,DEN,06:40,400,06:37,397.0,11.0,408.0,-3.0,1199.0,D
2024-06-17,F0069,WN,866,N8861Q,ARR,RDU,ATL,06:40,400,06:35,395.0,9.0,386.0,-5.0,356.0,C
2024-06-17,F0070,DL,3055,N960DZ,ARR,CHS,ATL,06:40,400,06:28,388.0,7.0,381.0,-12.0,259.0,B
2024-06-17,F0071,DL,3028,N950DZ,ARR,GSP,ATL,06:44,404,06:30,390.0,6.0,384.0,-14.0,153.0,A
2024-06-17,F0072,WN,1391,N961WN,DEP,ATL,DCA,06:45,405,06:42,402.0,11.0,413.0,-3.0,547.0,D
2024-06-17,F0073,NK,1362,N684NK,ARR,LAS,ATL,06:48,408,07:29,449.0,9.0,440.0,41.0,1747.0,C
2024-06-17,F0074,WN,801,N8848Q,ARR,TPA,ATL,06:50,410,06:50,410.0,6.0,404.0,0.0,406.0,D
2024-06-17,F0075,WN,1346,N7851A,DEP,ATL,MCO,06:50,410,07:11,431.0,12.0,443.0,21.0,404.0,C
2024-06-17,F0076,F9,1004,N385FR,DEP,ATL,PHL,06:53,413,06:39,399.0,16.0,415.0,-14.0,666.0,A
2024-06-17,F0077,AA,1718,N9017P,DEP,ATL,CLT,06:54,414,06:47,407.0,21.0,428.0,-7.0,226.0,D
2024-06-17,F0078,DL,1545,N551NW,ARR,TPA,ATL,06:55,415,06:51,411.0,8.0,403.0,-4.0,406.0,B
2024-06-17,F0079,DL,1590,N953DZ,ARR,RDU,ATL,06:56,416,06:39,399.0,7.0,392.0,-17.0,356.0,D
2024-06-17,F0080,F9,1116,N310FR,ARR,LAS,ATL,06:59,419,07:53,473.0,14.0,459.0,54.0,1747.0,D
2024-06-17,F0081,AA,2482,N902AN,DEP,ATL,MIA,06:59,419,06:58,418.0,18.0,436.0,-1.0,594.0,D
2024-06-17,F0082,AS,377,N709AL,DEP,ATL,SEA,07:00,420,06:57,417.0,14.0,431.0,-3.0,2182.0,B
2024-06-17,F0083,UA,1129,N27246,DEP,ATL,IAH,07:00,420,07:13,433.0,21.0,454.0,13.0,689.0,C
2024-06-17,F0084,WN,3725,N8659D,ARR,CMH,ATL,07:00,420,06:50,410.0,8.0,402.0,-10.0,447.0,C
2024-06-17,F0085,F9,2984,N232FR,DEP,ATL,TTN,07:00,420,06:55,415.0,16.0,431.0,-5.0,701.0,A
2024-06-17,F0086,NK,768,N923NK,DEP,ATL,DTW,07:00,420,06:59,419.0,11.0,430.0,-1.0,594.0,C
2024-06-17,F0087,WN,1485,N441WN,DEP,ATL,TPA,07:00,420,06:56,416.0,9.0,425.0,-4.0,406.0,D
2024-06-17,F0088,WN,460,N8679A,ARR,SRQ,ATL,07:00,420,06:43,403.0,6.0,397.0,-17.0,444.0,D
2024-06-17,F0089,9E,5525,N136EV,ARR,AGS,ATL,07:02,422,06:39,399.0,4.0,395.0,-23.0,143.0,B
2024-06-17,F0090,DL,1548,N541US,ARR,MCO,ATL,07:04,424,06:51,411.0,7.0,404.0,-13.0,404.0,B
2024-06-17,F0091,WN,1789,N8626B,ARR,JAX,ATL,07:05,425,06:44,404.0,5.0,399.0,-21.0,270.0,C
2024-06-17,F0092,DL,834,N376DN,DEP,ATL,LAS,07:05,425,07:00,420.0,14.0,434.0,-5.0,1747.0,D
2024-06-17,F0093,DL,1444,N320NB,DEP,ATL,IAD,07:05,425,06:55,415.0,15.0,430.0,-10.0,534.0,A
2024-06-17,F0094,DL,1178,N546US,DEP,ATL,ORD,07:05,425,07:03,423.0,27.0,450.0,-2.0,606.0,A
2024-06-17,F0095,AA,761,N125UW,DEP,ATL,PHL,07:05,425,06:58,418.0,17.0,435.0,-7.0,666.0,D
2024-06-17,F0096,DL,2836,N6710E,DEP,ATL,MIA,07:05,425,07:06,426.0,15.0,441.0,1.0,594.0,B
2024-06-17,F0097,DL,2668,N909DN,DEP,ATL,MSP,07:05,425,07:05,425.0,12.0,437.0,0.0,907.0,B
2024-06-17,F0098,DL,1527,N341DN,DEP,ATL,PBI,07:05,425,06:59,419.0,14.0,433.0,-6.0,545.0,D
2024-06-17,F0099,WN,4846,N8815L,ARR,FLL,ATL,07:05,425,06:56,416.0,6.0,410.0,-9.0,581.0,C
2024-06-17,F0100,DL,1592,N554NW,DEP,ATL,BWI,07:05,425,07:00,420.0,14.0,434.0,-5.0,577.0,D
2024-06-17,F0101,WN,2876,N8852Q,ARR,MIA,ATL,07:05,425,07:03,423.0,8.0,415.0,-2.0,594.0,D
2024-06-17,F0102,DL,1585,N365DN,DEP,ATL,IAH,07:05,425,06:59,419.0,13.0,432.0,-6.0,689.0,D
2024-06-17,F0103,DL,2605,N658DL,DEP,ATL,TPA,07:05,425,07:03,423.0,16.0,439.0,-2.0,406.0,C
2024-06-17,F0104,DL,1334,N820DX,DEP,ATL,FLL,07:05,425,07:06,426.0,14.0,440.0,1.0,581.0,A
2024-06-17,F0105,WN,4222,N941WN,DEP,ATL,BWI,07:05,425,06:59,419.0,13.0,432.0,-6.0,577.0,C
2024-06-17,F0106,DL,2712,N995AT,ARR,AVL,ATL,07:07,427,06:46,406.0,5.0,401.0,-21.0,164.0,C
2024-06-17,F0107,NK,979,N627NK,DEP,ATL,LAS,07:07,427,07:04,424.0,14.0,438.0,-3.0,1747.0,C
2024-06-17,F0108,DL,1430,N556NW,ARR,ORF,ATL,07:08,428,06:59,419.0,10.0,409.0,-9.0,516.0,A
2024-06-17,F0109,DL,3038,N900DU,ARR,CAE,ATL,07:08,428,06:53,413.0,8.0,405.0,-15.0,192.0,C
2024-06-17,F0110,DL,2375,N927DZ,ARR,DTW,ATL,07:09,429,07:16,436.0,8.0,428.0,7.0,594.0,D
2024-06-17,F0111,9E,4970,N921XJ,DEP,ATL,HPN,07:10,430,07:06,426.0,12.0,438.0,-4.0,780.0,A
2024-06-17,F0112,WN,441,N249WN,ARR,BNA,ATL,07:10,430,06:57,417.0,7.0,410.0,-13.0,214.0,D
2024-06-17,F0113,DL,3125,N6713Y,DEP,ATL,IND,07:10,430,07:10,430.0,13.0,443.0,0.0,432.0,A
2024-06-17,F0114,WN,2768,N932WN,ARR,RSW,ATL,07:10,430,06:56,416.0,8.0,408.0,-14.0,515.0,D
2024-06-17,F0115,DL,2325,N946DZ,DEP,ATL,EWR,07:10,430,07:11,431.0,13.0,444.0,1.0,746.0,B
2024-06-17,F0116,DL,346,N120DN,DEP,ATL,DEN,07:10,430,07:07,427.0,13.0,440.0,-3.0,1199.0,A
2024-06-17,F0117,DL,987,N532DN,DEP,ATL,BOS,07:10,430,07:18,438.0,14.0,452.0,8.0,946.0,C
2024-06-17,F0118,DL,1369,N938DZ,DEP,ATL,CLE,07:10,430,07:08,428.0,10.0,438.0,-2.0,554.0,B
2024-06-17,F0119,DL,1727,N958DZ,ARR,TLH,ATL,07:12,432,07:00,420.0,9.0,411.0,-12.0,223.0,B
2024-06-17,F0120,DL,3186,N952AT,ARR,CLT,ATL,07:12,432,07:01,421.0,8.0,413.0,-11.0,226.0,C
2024-06-17,F0121,DL,1462,N539US,DEP,ATL,RIC,07:12,432,07:08,428.0,17.0,445.0,-4.0,481.0,B
2024-06-17,F0122,DL,2162,N934DZ,ARR,BHM,ATL,07:13,433,07:05,425.0,9.0,416.0,-8.0,134.0,A
2024-06-17,F0123,DL,1290,N313DN,DEP,ATL,CVG,07:15,435,07:13,433.0,8.0,441.0,-2.0,373.0,C
2024-06-17,F0124,DL,926,N122DN,DEP,ATL,DCA,07:15,435,07:12,432.0,14.0,446.0,-3.0,547.0,D
2024-06-17,F0125,DL,1154,N309DN,DEP,ATL,PHL,07:15,435,07:22,442.0,12.0,454.0,7.0,666.0,A
2024-06-17,F0126,DL,1646,N185DN,DEP,ATL,DTW,07:15,435,07:20,440.0,14.0,454.0,5.0,594.0,A
2024-06-17,F0127,DL,2204,N6709,DEP,ATL,MCO,07:15,435,07:14,434.0,16.0,450.0,-1.0,404.0,C
2024-06-17,F0128,9E,4803,N335PQ,ARR,TRI,ATL,07:16,436,07:01,421.0,6.0,415.0,-15.0,227.0,B
2024-06-17,F0129,DL,824,N822DX,ARR,ANC,ATL,07:17,437,08:02,482.0,7.0,475.0,45.0,3417.0,B
2024-06-17,F0130,DL,3166,N939AT,ARR,OAJ,ATL,07:20,440,07:08,428.0,7.0,421.0,-12.0,399.0,A
2024-06-17,F0131,DL,320,N309DN,ARR,LAX,ATL,07:20,440,07:08,428.0,6.0,422.0,-12.0,1947.0,B
2024-06-17,F0132,NK,1828,N928NK,ARR,LAX,ATL,07:20,440,07:37,457.0,10.0,447.0,17.0,1947.0,A
2024-06-17,F0133,AA,2299,N746UW,DEP,ATL,DCA,07:21,441,08:00,480.0,15.0,495.0,39.0,547.0,D
2024-06-17,F0134,DL,1479,N820DN,DEP,ATL,CMH,07:22,442,07:21,441.0,11.0,452.0,-1.0,447.0,D
2024-06-17,F0135,F9,1448,N313FR,ARR,SFO,ATL,07:22,442,07:54,474.0,12.0,462.0,32.0,2139.0,A
2024-06-17,F0136,DL,3018,N892DN,ARR,GSO,ATL,07:23,443,07:08,428.0,9.0,419.0,-15.0,306.0,B
2024-06-17,F0137,DL,3162,N824DN,ARR,MYR,ATL,07:23,443,07:20,440.0,12.0,428.0,-3.0,317.0,B
2024-06-17,F0138,9E,5255,N197PQ,ARR,VLD,ATL,07:23,443,07:09,429.0,9.0,420.0,-14.0,208.0,B
2024-06-17,F0139,DL,996,N316DN,DEP,ATL,LAX,07:23,443,07:42,462.0,16.0,478.0,19.0,1947.0,B
2024-06-17,F0140,DL,652,N536DN,ARR,SEA,ATL,07:23,443,07:21,441.0,7.0,434.0,-2.0,2182.0,C
2024-06-17,F0141,DL,1168,N678DL,ARR,FLL,ATL,07:24,444,07:59,479.0,10.0,469.0,35.0,581.0,D
2024-06-17,F0142,DL,839,N358DN,DEP,ATL,DFW,07:25,445,07:22,442.0,9.0,451.0,-3.0,731.0,B
2024-06-17,F0143,NK,1440,N959NK,DEP,ATL,IAH,07:25,445,07:18,438.0,25.0,463.0,-7.0,689.0,A
2024-06-17,F0144,DL,3154,N941DZ,ARR,DAB,ATL,07:25,445,07:11,431.0,8.0,423.0,-14.0,366.0,C
2024-06-17,F0145,DL,1385,N549US,ARR,RSW,ATL,07:28,448,07:16,436.0,12.0,424.0,-12.0,515.0,D
2024-06-17,F0146,DL,1550,N326US,ARR,ROA,ATL,07:28,448,07:12,432.0,10.0,422.0,-16.0,357.0,C
2024-06-17,F0147,DL,2440,N6702,ARR,JAX,ATL,07:28,448,07:19,439.0,12.0,427.0,-9.0,270.0,D
2024-06-17,F0148,DL,3073,N998AT,ARR,FAY,ATL,07:28,448,07:16,436.0,10.0,426.0,-12.0,331.0,D
2024-06-17,F0149,DL,3152,N317US,ARR,SDF,ATL,07:28,448,07:26,446.0,11.0,435.0,-2.0,321.0,A
2024-06-17,F0150,DL,2637,N37700,ARR,BNA,ATL,07:29,449,07:16,436.0,5.0,431.0,-13.0,214.0,B
2024-06-17,F0151,DL,2184,N982AT,ARR,LEX,ATL,07:29,449,07:10,430.0,6.0,424.0,-19.0,304.0,B
2024-06-17,F0152,DL,1336,N536US,DEP,ATL,ORF,07:29,449,07:25,445.0,11.0,456.0,-4.0,516.0,A
2024-06-17,F0153,DL,2634,N932DZ,DEP,ATL,RDU,07:30,450,07:22,442.0,9.0,451.0,-8.0,356.0,C
2024-06-17,F0154,DL,2469,N963DZ,ARR,CMH,ATL,07:30,450,07:27,447.0,9.0,438.0,-3.0,447.0,A
2024-06-17,F0155,DL,3020,N949AT,ARR,HSV,ATL,07:30,450,07:13,433.0,7.0,426.0,-17.0,151.0,B
2024-06-17,F0156,DL,3144,N978AT,DEP,ATL,CLT,07:30,450,07:30,450.0,12.0,462.0,0.0,226.0,B
2024-06-17,F0157,UA,340,N497UA,DEP,ATL,DEN,07:30,450,07:25,445.0,13.0,458.0,-5.0,1199.0,B
2024-06-17,F0158,DL,323,N366DX,DEP,ATL,LGA,07:30,450,07:25,445.0,12.0,457.0,-5.0,762.0,A
2024-06-17,F0159,DL,1460,N900PC,ARR,RIC,ATL,07:31,451,14:53,893.0,7.0,886.0,442.0,481.0,A
2024-06-17,F0160,DL,3187,N947AT,ARR,ILM,ATL,07:32,452,07:46,466.0,9.0,457.0,14.0,377.0,B
2024-06-17,F0161,OO,3805,N816SK,ARR,CRW,ATL,07:32,452,07:23,443.0,9.0,434.0,-9.0,363.0,A
2024-06-17,F0162,DL,2441,N954DZ,ARR,CVG,ATL,07:34,454,07:31,451.0,8.0,443.0,-3.0,373.0,A
2024-06-17,F0163,9E,5403,N376CA,ARR,CSG,ATL,07:35,455,07:43,463.0,9.0,454.0,8.0,83.0,B
2024-06-17,F0164,DL,1269,N695DL,ARR,PHL,ATL,07:35,455,07:23,443.0,10.0,433.0,-12.0,666.0,A
2024-06-17,F0165,DL,1499,N6712B,ARR,SRQ,ATL,07:35,455,07:45,465.0,9.0,456.0,10.0,444.0,B
2024-06-17,F0166,DL,3105,N895DN,ARR,IND,ATL,07:35,455,07:26,446.0,9.0,437.0,-9.0,432.0,C
2024-06-17,F0167,DL,1556,N892AT,ARR,CHO,ATL,07:35,455,07:29,449.0,10.0,439.0,-6.0,457.0,D
2024-06-17,F0168,DL,1498,N979AT,ARR,MLB,ATL,07:35,455,07:21,441.0,11.0,430.0,-14.0,442.0,B
2024-06-17,F0169,DL,690,N922DZ,ARR,SFO,ATL,07:35,455,07:40,460.0,8.0,452.0,5.0,2139.0,B
2024-06-17,F0170,AS,604,N272AK,ARR,SEA,ATL,07:37,457,07:52,472.0,12.0,460.0,15.0,2182.0,B
2024-06-17,F0171,DL,2328,N697DL,DEP,ATL,JAX,07:38,458,07:47,467.0,11.0,478.0,9.0,270.0,B
2024-06-17,F0172,WN,3903,N299WN,ARR,MCO,ATL,07:40,460,08:09,489.0,9.0,480.0,29.0,404.0,D
2024-06-17,F0173,DL,3140,N967AT,ARR,DAY,ATL,07:41,461,07:29,449.0,10.0,439.0,-12.0,432.0,D
2024-06-17,F0174,F9,3288,N317FR,DEP,ATL,LGA,07:44,464,07:33,453.0,16.0,469.0,-11.0,762.0,A
2024-06-17,F0175,WN,1709,N8848Q,DEP,ATL,PIT,07:45,465,07:42,462.0,11.0,473.0,-3.0,526.0,C
2024-06-17,F0176,WN,800,N8861Q,DEP,ATL,SDF,07:45,465,07:50,470.0,16.0,486.0,5.0,321.0,C
2024-06-17,F0177,DL,1376,N377DN,ARR,PBI,ATL,07:46,466,07:38,458.0,12.0,446.0,-8.0,545.0,D
2024-06-17,F0178,OO,4111,N689CA,ARR,FWA,ATL,07:47,467,09:08,548.0,9.0,539.0,81.0,508.0,B
2024-06-17,F0179,DL,410,N363NB,ARR,DCA,ATL,07:47,467,09:31,571.0,9.0,562.0,104.0,547.0,D
2024-06-17,F0180,DL,1504,N956DZ,ARR,PIT,ATL,07:47,467,07:37,457.0,10.0,447.0,-10.0,526.0,D
2024-06-17,F0181,DL,2420,N723TW,DEP,ATL,JFK,07:48,468,07:46,466.0,9.0,475.0,-2.0,760.0,D
2024-06-17,F0182,DL,1494,N6705Y,ARR,MCO,ATL,07:49,469,07:43,463.0,11.0,452.0,-6.0,404.0,A
2024-06-17,F0183,F9,1699,N708FR,DEP,ATL,LAS,07:50,470,07:46,466.0,15.0,481.0,-4.0,1747.0,A
2024-06-17,F0184,WN,455,N8659D,DEP,ATL,CLE,07:50,470,07:54,474.0,9.0,483.0,4.0,554.0,C
2024-06-17,F0185,WN,4605,N8626B,DEP,ATL,CMH,07:50,470,08:51,531.0,13.0,544.0,61.0,447.0,D
2024-06-17,F0186,WN,4845,N932WN,DEP,ATL,PHL,07:50,470,07:46,466.0,14.0,480.0,-4.0,666.0,D
2024-06-17,F0187,WN,5272,N249WN,DEP,ATL,OMA,07:50,470,08:06,486.0,10.0,496.0,16.0,821.0,C
2024-06-17,F0188,DL,3181,N923AT,ARR,GNV,ATL,07:50,470,07:40,460.0,11.0,449.0,-10.0,300.0,B
2024-06-17,F0189,WN,418,N8815L,DEP,ATL,MCI,07:50,470,07:47,467.0,15.0,482.0,-3.0,692.0,C
2024-06-17,F0190,WN,2198,N8679A,DEP,ATL,IND,07:50,470,07:47,467.0,7.0,474.0,-3.0,432.0,C
2024-06-17,F0191,DL,857,N115DN,ARR,LAS,ATL,07:50,470,07:47,467.0,5.0,462.0,-3.0,1747.0,D
2024-06-17,F0192,DL,2550,N321NB,ARR,IAD,ATL,07:51,471,07:33,453.0,10.0,443.0,-18.0,534.0,B
2024-06-17,F0193,DL,2950,N113DX,ARR,BWI,ATL,07:51,471,07:41,461.0,9.0,452.0,-10.0,577.0,D
2024-06-17,F0194,DL,2734,N362DN,ARR,CLE,ATL,07:51,471,07:37,457.0,8.0,449.0,-14.0,554.0,B
2024-06-17,F0195,AA,1567,N584UW,DEP,ATL,DFW,07:53,473,07:50,470.0,17.0,487.0,-3.0,731.0,D
2024-06-17,F0196,WN,2508,N8913S,ARR,DCA,ATL,07:55,475,07:44,464.0,8.0,456.0,-11.0,547.0,D
2024-06-17,F0197,DL,2344,N891AT,ARR,CHA,ATL,07:56,476,07:37,457.0,11.0,446.0,-19.0,106.0,B
2024-06-17,F0198,DL,1249,N6708D,ARR,MIA,ATL,07:57,477,07:56,476.0,8.0,468.0,-1.0,594.0,A
2024-06-17,F0199,DL,1486,N542US,ARR,TPA,ATL,07:57,477,07:48,468.0,10.0,458.0,-9.0,406.0,D
2024-06-17,F0200,DL,1547,N693DL,ARR,MSY,ATL,07:58,478,07:42,462.0,10.0,452.0,-16.0,425.0,A
2024-06-17,F0201,DL,1552,N937DZ,ARR,RDU,ATL,07:58,478,08:04,484.0,7.0,477.0,6.0,356.0,A
2024-06-17,F0202,DL,2124,N382DA,ARR,CHS,ATL,07:58,478,08:02,482.0,11.0,471.0,4.0,259.0,A
2024-06-17,F0203,DL,1702,N835DN,ARR,SAV,ATL,07:59,479,07:50,470.0,9.0,461.0,-9.0,214.0,A
2024-06-17,F0204,WN,4556,N8852Q,DEP,ATL,SAT,08:00,480,08:00,480.0,15.0,495.0,0.0,874.0,C
2024-06-17,F0205,DL,1255,N895AT,ARR,MDT,ATL,08:03,483,07:43,463.0,8.0,455.0,-20.0,620.0,B
2024-06-17,F0206,OO,4107,N803SK,ARR,SBN,ATL,08:04,484,10:45,645.0,10.0,635.0,161.0,566.0,B
2024-06-17,F0207,DL,2453,N818DA,ARR,GRR,ATL,08:04,484,07:53,473.0,12.0,461.0,-11.0,640.0,D
