flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,concourse
2024-08-16,F0096,DL,1727,N377DA,ARR,TLH,ATL,07:07,427,06:51,411,6.0,405,-16.0,223.0,B
2024-08-16,F0097,DL,3186,N979AT,ARR,CLT,ATL,07:09,429,06:59,419,2.0,417,-10.0,226.0,B
2024-08-16,F0098,DL,1154,N116DN,DEP,ATL,PHL,07:10,430,07:04,424,18.0,442,-6.0,666.0,D
2024-08-16,F0099,DL,1592,N6712B,DEP,ATL,BWI,07:10,430,07:15,435,15.0,450,5.0,577.0,A
2024-08-16,F0100,DL,987,N549DN,DEP,ATL,BOS,07:10,430,07:08,428,16.0,444,-2.0,946.0,D
2024-08-16,F0101,DL,2325,N849DN,DEP,ATL,EWR,07:10,430,07:06,426,21.0,447,-4.0,746.0,D
2024-08-16,F0102,DL,2836,N67171,DEP,ATL,MIA,07:10,430,07:08,428,18.0,446,-2.0,594.0,D
2024-08-16,F0103,DL,926,N349DX,DEP,ATL,DCA,07:15,435,07:15,435,17.0,452,0.0,547.0,C
2024-08-16,F0104,DL,2204,N659DL,DEP,ATL,MCO,07:15,435,07:10,430,13.0,443,-5.0,404.0,A
2024-08-16,F0105,DL,839,N337DN,DEP,ATL,DFW,07:15,435,07:15,435,29.0,464,0.0,731.0,A
2024-08-16,F0106,DL,1646,N182DN,DEP,ATL,DTW,07:15,435,07:22,442,16.0,458,7.0,594.0,C
2024-08-16,F0107,DL,2375,N872DN,ARR,DTW,ATL,07:16,436,06:56,416,5.0,411,-20.0,594.0,C
2024-08-16,F0108,9E,5537,N298PQ,ARR,TRI,ATL,07:16,436,06:57,417,4.0,413,-19.0,227.0,A
2024-08-16,F0109,DL,3018,N877DN,ARR,GSO,ATL,07:17,437,06:58,418,4.0,414,-19.0,306.0,C
2024-08-16,F0110,DL,996,N535DN,DEP,ATL,LAX,07:18,438,07:16,436,17.0,453,-2.0,1947.0,D
2024-08-16,F0111,AA,1699,N114UW,DEP,ATL,PHL,07:18,438,08:30,510,18.0,528,72.0,666.0,D
2024-08-16,F0112,DL,1168,N699DL,ARR,FLL,ATL,07:18,438,07:12,432,10.0,422,-6.0,581.0,D
2024-08-16,F0113,DL,857,N391DN,ARR,LAS,ATL,07:18,438,07:26,446,5.0,441,8.0,1747.0,A
2024-08-16,F0114,DL,3166,N915AT,ARR,OAJ,ATL,07:18,438,10:55,655,8.0,647,217.0,399.0,C
2024-08-16,F0115,DL,1460,N685DA,ARR,RIC,ATL,07:19,439,07:07,427,7.0,420,-12.0,481.0,B
2024-08-16,F0116,YX,4369,N440YX,DEP,ATL,DCA,07:19,439,08:55,535,20.0,555,96.0,547.0,A
2024-08-16,F0117,DL,2440,N536US,ARR,JAX,ATL,07:20,440,07:30,450,12.0,438,10.0,270.0,C
2024-08-16,F0118,DL,652,N514DE,ARR,SEA,ATL,07:21,441,06:47,407,5.0,402,-34.0,2182.0,B
2024-08-16,F0119,DL,3073,N944AT,ARR,FAY,ATL,07:21,441,07:03,423,6.0,417,-18.0,331.0,B
2024-08-16,F0120,DL,1385,N544US,ARR,RSW,ATL,07:22,442,07:09,429,10.0,419,-13.0,515.0,C
2024-08-16,F0121,DL,3152,N857DZ,ARR,SDF,ATL,07:22,442,07:10,430,6.0,424,-12.0,321.0,B
2024-08-16,F0122,DL,1479,N882DN,DEP,ATL,CMH,07:22,442,07:15,435,15.0,450,-7.0,447.0,A
2024-08-16,F0123,DL,824,N541US,ARR,ANC,ATL,07:22,442,11:00,660,7.0,653,218.0,3417.0,C
2024-08-16,F0124,DL,3162,N338NW,ARR,MYR,ATL,07:22,442,07:21,441,13.0,428,-1.0,317.0,D
2024-08-16,F0125,DL,1462,N540US,DEP,ATL,RIC,07:23,443,07:20,440,17.0,457,-3.0,481.0,A
2024-08-16,F0126,DL,3154,N953DZ,ARR,DAB,ATL,07:23,443,07:12,432,8.0,424,-11.0,366.0,A
2024-08-16,F0127,DL,2184,N389DA,ARR,LEX,ATL,07:24,444,07:16,436,7.0,429,-8.0,304.0,C
2024-08-16,F0128,DL,3125,N932DZ,DEP,ATL,IND,07:25,445,07:18,438,16.0,454,-7.0,432.0,C
2024-08-16,F0129,9E,5255,N187GJ,ARR,VLD,ATL,07:25,445,07:21,441,12.0,429,-4.0,208.0,A
2024-08-16,F0130,F9,2143,N343FR,DEP,ATL,MDW,07:25,445,07:14,434,17.0,451,-11.0,591.0,A
2024-08-16,F0131,DL,2162,N340DN,ARR,BHM,ATL,07:25,445,07:08,428,5.0,423,-17.0,134.0,B
2024-08-16,F0132,F9,2551,N301FR,ARR,PHL,ATL,07:27,447,07:05,425,17.0,408,-22.0,666.0,A
2024-08-16,F0133,DL,1550,N966AT,ARR,ROA,ATL,07:27,447,07:07,427,9.0,418,-20.0,357.0,A
2024-08-16,F0134,OO,3805,N816SK,ARR,CRW,ATL,07:28,448,07:21,441,9.0,432,-7.0,363.0,B
2024-08-16,F0135,DL,3020,N316NB,ARR,HSV,ATL,07:28,448,07:10,430,5.0,425,-18.0,151.0,A
2024-08-16,F0136,DL,320,N364DX,ARR,LAX,ATL,07:28,448,07:22,442,4.0,438,-6.0,1947.0,B
2024-08-16,F0137,DL,2441,N943DZ,ARR,CVG,ATL,07:29,449,07:12,432,5.0,427,-17.0,373.0,B
2024-08-16,F0138,DL,3187,N995AT,ARR,ILM,ATL,07:29,449,07:23,443,11.0,432,-6.0,377.0,D
2024-08-16,F0139,NK,1156,N634NK,DEP,ATL,DTW,07:30,450,07:27,447,13.0,460,-3.0,594.0,A
2024-08-16,F0140,DL,323,N343DN,DEP,ATL,LGA,07:30,450,07:29,449,16.0,465,-1.0,762.0,C
2024-08-16,F0141,DL,2469,N952DZ,ARR,CMH,ATL,07:30,450,07:24,444,4.0,440,-6.0,447.0,D
2024-08-16,F0142,UA,340,N76519,DEP,ATL,DEN,07:30,450,07:28,448,18.0,466,-2.0,1199.0,B
2024-08-16,F0143,DL,1269,N6703D,ARR,PHL,ATL,07:31,451,07:22,442,11.0,431,-9.0,666.0,B
2024-08-16,F0144,DL,3144,N986AT,DEP,ATL,CLT,07:32,452,07:24,444,12.0,456,-8.0,226.0,C
2024-08-16,F0145,DL,690,N886DN,ARR,SFO,ATL,07:32,452,08:53,533,12.0,521,81.0,2139.0,D
2024-08-16,F0146,DL,1499,N6708D,ARR,SRQ,ATL,07:33,453,07:24,444,5.0,439,-9.0,444.0,C
2024-08-16,F0147,DL,3105,N959DZ,ARR,IND,ATL,07:33,453,07:45,465,8.0,457,12.0,432.0,D
2024-08-16,F0148,9E,5403,N368CA,ARR,CSG,ATL,07:33,453,07:25,445,12.0,433,-8.0,83.0,B
2024-08-16,F0149,DL,1290,N541US,DEP,ATL,CVG,07:34,454,07:51,471,15.0,486,17.0,373.0,A
2024-08-16,F0150,DL,3181,N964AT,ARR,GNV,ATL,07:35,455,07:28,448,12.0,436,-7.0,300.0,B
2024-08-16,F0151,DL,1336,N553NW,DEP,ATL,ORF,07:35,455,07:32,452,12.0,464,-3.0,516.0,B
2024-08-16,F0152,WN,1268,N959WN,ARR,CMH,ATL,07:35,455,07:31,451,6.0,445,-4.0,447.0,C
2024-08-16,F0153,F9,4472,N615FR,DEP,ATL,RDU,07:35,455,07:30,450,13.0,463,-5.0,356.0,D
2024-08-16,F0154,F9,1846,N349FR,ARR,CVG,ATL,07:35,455,07:26,446,11.0,435,-9.0,373.0,A
2024-08-16,F0155,DL,1498,N974AT,ARR,MLB,ATL,07:35,455,07:56,476,3.0,473,21.0,442.0,B
2024-08-16,F0156,DL,2637,N3756,ARR,BNA,ATL,07:35,455,07:26,446,11.0,435,-9.0,214.0,B
2024-08-16,F0157,AS,604,N408AS,ARR,SEA,ATL,07:37,457,07:10,430,9.0,421,-27.0,2182.0,B
2024-08-16,F0158,DL,3140,N894AT,ARR,DAY,ATL,07:39,459,07:22,442,5.0,437,-17.0,432.0,A
2024-08-16,F0159,F9,3288,N705FR,DEP,ATL,LGA,07:40,460,07:38,458,15.0,473,-2.0,762.0,A
2024-08-16,F0160,DL,2328,N537US,DEP,ATL,JAX,07:40,460,07:31,451,13.0,464,-9.0,270.0,B
2024-08-16,F0161,DL,1556,N996AT,ARR,CHO,ATL,07:40,460,07:13,433,6.0,427,-27.0,457.0,A
2024-08-16,F0162,WN,378,N8691A,ARR,FLL,ATL,07:40,460,07:36,456,11.0,445,-4.0,581.0,C
2024-08-16,F0163,WN,4517,N7751A,ARR,MSY,ATL,07:40,460,07:31,451,9.0,442,-9.0,425.0,D
2024-08-16,F0164,DL,1504,N948DZ,ARR,PIT,ATL,07:42,462,07:23,443,6.0,437,-19.0,526.0,A
2024-08-16,F0165,UA,790,N77538,DEP,ATL,SFO,07:42,462,07:38,458,14.0,472,-4.0,2139.0,B
2024-08-16,F0166,DL,1494,N549US,ARR,MCO,ATL,07:43,463,07:37,457,10.0,447,-6.0,404.0,C
2024-08-16,F0167,WN,645,N7728D,ARR,JAX,ATL,07:45,465,07:21,441,10.0,431,-24.0,270.0,D
2024-08-16,F0168,DL,2420,N192DN,DEP,ATL,JFK,07:45,465,07:44,464,13.0,477,-1.0,760.0,B
2024-08-16,F0169,WN,544,N8839Q,ARR,RDU,ATL,07:45,465,07:24,444,6.0,438,-21.0,356.0,C
2024-08-16,F0170,WN,1272,N8926Q,ARR,IND,ATL,07:45,465,07:45,465,10.0,455,0.0,432.0,D
2024-08-16,F0171,DL,330,N301NB,ARR,DCA,ATL,07:45,465,07:30,450,8.0,442,-15.0,547.0,B
2024-08-16,F0172,WN,4043,N7833A,ARR,MCO,ATL,07:45,465,07:29,449,9.0,440,-16.0,404.0,D
2024-08-16,F0173,DL,1376,N348DN,ARR,PBI,ATL,07:47,467,07:32,452,13.0,439,-15.0,545.0,D
2024-08-16,F0174,DL,2950,N668DN,ARR,BWI,ATL,07:47,467,07:37,457,8.0,449,-10.0,577.0,B
2024-08-16,F0175,DL,2550,N358NB,ARR,IAD,ATL,07:48,468,07:32,452,12.0,440,-16.0,534.0,A
2024-08-16,F0176,OO,4111,N824SK,ARR,FWA,ATL,07:49,469,11:15,675,7.0,668,206.0,508.0,A
2024-08-16,F0177,DL,2734,N346DN,ARR,CLE,ATL,07:50,470,07:31,451,8.0,443,-19.0,554.0,D
2024-08-16,F0178,WN,154,N8767M,ARR,PIT,ATL,07:50,470,07:32,452,5.0,447,-18.0,526.0,D
2024-08-16,F0179,WN,3185,N8328A,ARR,TPA,ATL,07:50,470,07:40,460,10.0,450,-10.0,406.0,D
2024-08-16,F0180,DL,3046,N949AT,ARR,CHA,ATL,07:51,471,07:50,470,5.0,465,-1.0,106.0,D
2024-08-16,F0181,DL,2124,N939DZ,ARR,CHS,ATL,07:54,474,07:41,461,9.0,452,-13.0,259.0,D
2024-08-16,F0182,WN,4435,N272WN,ARR,DCA,ATL,07:55,475,07:43,463,7.0,456,-12.0,547.0,C
2024-08-16,F0183,DL,1486,N3734B,ARR,TPA,ATL,07:56,476,07:44,464,9.0,455,-12.0,406.0,A
2024-08-16,F0184,9E,5317,N606LR,ARR,TYS,ATL,07:56,476,07:44,464,6.0,458,-12.0,152.0,A
2024-08-16,F0185,DL,1146,N936DZ,ARR,GSP,ATL,07:57,477,07:41,461,6.0,455,-16.0,153.0,D
2024-08-16,F0186,DL,1547,N687DL,ARR,MSY,ATL,07:58,478,07:43,463,11.0,452,-15.0,425.0,C
2024-08-16,F0187,DL,1249,N554NW,ARR,MIA,ATL,07:59,479,09:57,597,9.0,588,118.0,594.0,A
2024-08-16,F0188,DL,1702,N545US,ARR,SAV,ATL,07:59,479,07:48,468,10.0,458,-11.0,214.0,B
2024-08-16,F0189,DL,1552,N935DZ,ARR,RDU,ATL,07:59,479,07:45,465,11.0,454,-14.0,356.0,B
2024-08-16,F0190,WN,1573,N221WN,ARR,BWI,ATL,08:00,480,07:38,458,6.0,452,-22.0,577.0,C
2024-08-16,F0191,DL,2453,N386DN,ARR,GRR,ATL,08:00,480,07:37,457,6.0,451,-23.0,640.0,D
2024-08-16,F0192,AA,1230,N807NN,DEP,ATL,PHX,08:00,480,07:54,474,37.0,511,-6.0,1587.0,D
2024-08-16,F0193,OO,4107,N804SK,ARR,SBN,ATL,08:02,482,07:46,466,5.0,461,-16.0,566.0,B
2024-08-16,F0194,DL,1255,N937AT,ARR,MDT,ATL,08:02,482,07:45,465,6.0,459,-17.0,620.0,B
2024-08-16,F0195,AA,1567,N949NN,DEP,ATL,DFW,08:02,482,08:01,481,25.0,506,-1.0,731.0,D
2024-08-16,F0196,DL,1565,N836DN,ARR,LIT,ATL,08:04,484,07:47,467,4.0,463,-17.0,453.0,D
2024-08-16,F0197,9E,5368,N302PQ,ARR,AGS,ATL,08:05,485,07:44,464,10.0,454,-21.0,143.0,A
2024-08-16,F0198,9E,5502,N300PQ,ARR,MGM,ATL,08:06,486,08:00,480,6.0,474,-6.0,147.0,A
2024-08-16,F0199,DL,3061,N947AT,ARR,CAE,ATL,08:07,487,07:53,473,6.0,467,-14.0,192.0,D
2024-08-16,F0200,DL,2664,N370NW,ARR,BUF,ATL,08:07,487,07:51,471,8.0,463,-16.0,712.0,A
2024-08-16,F0201,DL,2853,N942AT,ARR,AVL,ATL,08:08,488,07:49,469,8.0,461,-19.0,164.0,A
2024-08-16,F0202,DL,3114,N843DN,ARR,ECP,ATL,08:09,489,07:52,472,4.0,468,-17.0,240.0,A
2024-08-16,F0203,F9,1079,N718FR,ARR,BWI,ATL,08:09,489,07:45,465,17.0,448,-24.0,577.0,A
2024-08-16,F0204,DL,3069,N963DZ,DEP,ATL,BNA,08:10,490,08:03,483,17.0,500,-7.0,214.0,B
2024-08-16,F0205,DL,2471,N923DZ,DEP,ATL,MCI,08:10,490,08:03,483,11.0,494,-7.0,692.0,B
2024-08-16,F0206,DL,444,N504DZ,DEP,ATL,SEA,08:10,490,08:07,487,22.0,509,-3.0,2182.0,D
2024-08-16,F0207,DL,1571,N918DU,DEP,ATL,STL,08:10,490,08:07,487,12.0,499,-3.0,484.0,D
2024-08-16,F0208,DL,1509,N944AT,DEP,ATL,HOU,08:10,490,08:03,483,12.0,495,-7.0,696.0,D
2024-08-16,F0209,9E,5021,N307PQ,DEP,ATL,MOB,08:10,490,08:06,486,12.0,498,-4.0,302.0,A
2024-08-16,F0210,DL,3051,N937DZ,DEP,ATL,VPS,08:10,490,08:05,485,14.0,499,-5.0,250.0,D
2024-08-16,F0211,DL,1151,N896DN,DEP,ATL,MKE,08:10,490,08:03,483,13.0,496,-7.0,669.0,A
2024-08-16,F0212,DL,1676,N383DZ,DEP,ATL,SAT,08:10,490,08:08,488,14.0,502,-2.0,874.0,B
2024-08-16,F0213,DL,3090,N892AT,DEP,ATL,JAN,08:10,490,08:04,484,9.0,493,-6.0,341.0,D
2024-08-16,F0214,DL,1757,N839DN,DEP,ATL,SJU,08:10,490,08:07,487,15.0,502,-3.0,1547.0,A
2024-08-16,F0215,DL,3089,N931DQ,DEP,ATL,GSP,08:10,490,08:07,487,11.0,498,-3.0,153.0,D
2024-08-16,F0216,DL,830,N118DY,DEP,ATL,SLC,08:10,490,08:03,483,13.0,496,-7.0,1590.0,C
2024-08-16,F0217,DL,1200,N358NW,ARR,ROC,ATL,08:12,492,07:56,476,6.0,470,-16.0,749.0,D
2024-08-16,F0218,DL,2400,N920AT,DEP,ATL,TLH,08:12,492,08:07,487,20.0,507,-5.0,223.0,C
2024-08-16,F0219,DL,2353,N954DZ,ARR,EWR,ATL,08:12,492,08:12,492,8.0,484,0.0,746.0,D
